phrase_id,phrase,video,index,y,cost,comment,pitch_cost,orn_frac,gap_frac,leaps,register,salience_rel,salience_min,tempo_ratio,held_extra
Bageshree#4,m D n D,uPLSOevIK-4,6,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.7350635528564453,0.6838022470474243,0.6706730769232049,0.0
Bageshree#4,m D n D,rUoWx__itDo,7,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.7741400003433228,0.6595803499221802,1.0,0.0
Bageshree#4,m D n D,IaWMS9vmWRM,8,1,0.07,nD in ornamentation,0.07,0.0,0.0,0.0,0.0,3.2512009143829346,3.251201629638672,0.4921875000000187,0.0
Bageshree#4,m D n D,uPLSOevIK-4,9,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.9273454546928406,0.9273452758789062,1.0,0.0
Bageshree#4,m D n D,rUoWx__itDo,10,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.8851723074913025,0.6939242482185364,1.0,0.0
Bageshree#4,m D n D,IaWMS9vmWRM,11,1,0.116,,0.07,0.045,0.0,0.0,0.0,1.2033865451812744,1.2033865451812744,0.49857954545456434,1.0
Bageshree#4,m D n D,FCw-Jo9_P8o,12,1,0.004,,0.004,0.0,0.0,0.0,0.0,1.262264370918274,1.2622644901275635,1.0,0.0
Bageshree#4,m D n D,uPLSOevIK-4,13,0,0.0,m D n... is intended; the last D is just a jitter,0.0,0.0,0.0,0.0,0.0,0.979511022567749,0.9795107245445251,1.0,0.0
Bheempalasi#0,",n S g m P",tnzKppPRW4g,0,1,0.096,,0.025,0.036,0.034482758620689655,0.0,0.0,1.1098473072052002,1.030984878540039,0.573749999999734,0.0
Bheempalasi#0,",n S g m P",tnzKppPRW4g,1,1,0.196,,0.075,0.0,0.1111111111111111,0.0,0.0,0.8595768213272095,0.7248886823654175,0.6260869565216146,0.0
Bheempalasi#0,",n S g m P",0Sgxa6Zm8xs,2,1,0.458,,0.36,0.098,0.0,0.0,0.0,1.4161385297775269,1.4161388874053955,0.6750000000000049,1.0
Bheempalasi#0,",n S g m P",tnzKppPRW4g,3,1,0.112,,0.112,0.0,0.0,0.0,0.0,0.6602300405502319,0.6602299809455872,0.3515625,0.0
Bheempalasi#0,",n S g m P",GV5iXmlTyYE,4,0,0.234,both g and P are stray,0.151,0.042,0.041666666666666664,0.0,0.0,1.0157824754714966,0.9277551174163818,0.6830357142857155,1.0
Bheempalasi#0,",n S g m P",4UovDhFblEs,5,1,0.5,,0.0,0.0,0.0,0.0,1.0,1.2599056959152222,1.241775631904602,1.3429687499999776,0.0
Bheempalasi#0,",n S g m P",0Sgxa6Zm8xs,6,1,0.277,,0.215,0.061,0.0,0.0,0.0,1.3354383707046509,1.3354384899139404,0.6991071428571408,0.0
Bheempalasi#0,",n S g m P",Kk9to6Xk1K8,7,1,0.5,,0.0,0.0,0.0,0.0,1.0,0.5367646813392639,0.4391407072544098,1.0,0.0
Bheempalasi#0,",n S g m P",GV5iXmlTyYE,8,1,0.307,,0.2,0.107,0.0,0.0,0.0,1.1626662015914917,1.1626663208007812,1.0,0.0
Bheempalasi#0,",n S g m P",0Sgxa6Zm8xs,9,1,0.469,,0.192,0.234,0.0425531914893617,0.0,0.0,1.5116316080093384,1.511631727218628,0.643965517241367,1.0
Bheempalasi#0,",n S g m P",s2BS16lDoXI,10,1,0.59,,0.0,0.08,0.008695652173913044,0.0,1.0,0.7398133277893066,0.6112984418869019,1.765384615384633,1.0
Bheempalasi#0,",n S g m P",4V9tuRuTlZs,11,0,0.5,this is audience laughing -- no music here lol,0.0,0.0,0.0,0.0,1.0,0.9000011682510376,0.7804136872291565,0.5829545454545384,0.0
Bheempalasi#0,",n S g m P",Kk9to6Xk1K8,12,1,0.5,,0.0,0.0,0.0,0.0,1.0,0.5548268556594849,0.483303427696228,1.0,0.0
Bheempalasi#0,",n S g m P",4V9tuRuTlZs,13,0,0.611,this is n S P,0.111,0.0,0.0,0.0,1.0,0.9999997615814209,0.9999998807907104,1.678124999999966,0.0
Bheempalasi#N1,",n S g R S",GV5iXmlTyYE,0,0,0.0,"couldn't here the g R in the vocals at all, stray in pitch track",0.0,0.0,0.0,0.0,0.0,0.9366773366928101,0.9366773366928101,1.0,0.0
Bheempalasi#N1,",n S g R S",0Sgxa6Zm8xs,1,1,0.023,,0.0,0.023,0.0,0.0,0.0,0.9813579320907593,0.9813578128814697,0.6674999999999898,0.0
Bheempalasi#N1,",n S g R S",0Sgxa6Zm8xs,2,1,0.104,,0.0,0.104,0.0,0.0,0.0,1.1703736782073975,1.0009201765060425,1.0,1.0
Bheempalasi#N1,",n S g R S",tnzKppPRW4g,3,1,0.081,,0.0,0.0,0.08108108108108109,0.0,0.0,0.858422577381134,0.48970508575439453,0.5303571428572087,0.0
Bheempalasi#N1,",n S g R S",GV5iXmlTyYE,4,0,0.026,g R stray,0.0,0.026,0.0,0.0,0.0,0.7605137825012207,0.7605137825012207,0.7687499999999937,1.0
Bheempalasi#N1,",n S g R S",tnzKppPRW4g,5,0,0.143,n and g R is ornamentation,0.0,0.071,0.057692307692307696,0.0,0.0,1.183929204940796,1.1783647537231445,0.747321428571297,0.0
Bheempalasi#N1,",n S g R S",0Sgxa6Zm8xs,6,1,0.086,,0.0,0.086,0.0,0.0,0.0,1.0000001192092896,1.0,0.5475000000000136,1.0
Bheempalasi#N1,",n S g R S",tnzKppPRW4g,7,1,0.169,,0.0,0.155,0.013333333333333334,0.0,0.0,0.8409337997436523,0.6439944505691528,0.28774038461538115,1.0
Bheempalasi#N1,",n S g R S",4UovDhFblEs,8,1,0.5,,0.0,0.0,0.0,0.0,1.0,0.9815015196800232,0.9815016388893127,0.44999999999987494,0.0
Bheempalasi#N1,",n S g R S",GV5iXmlTyYE,9,1,0.042,,0.017,0.0,0.02127659574468085,0.0,0.0,0.9975992441177368,0.8864619731903076,0.848863636363562,0.0
Bheempalasi#N1,",n S g R S",Kk9to6Xk1K8,10,1,0.5,,0.0,0.0,0.0,0.0,1.0,1.8097354173660278,1.3949134349822998,0.8035714285714286,0.0
Bheempalasi#N1,",n S g R S",4UovDhFblEs,11,1,0.5,,0.0,0.0,0.0,0.0,1.0,0.991051435470581,0.9500415921211243,0.5124999999999602,0.0
Bheempalasi#N1,",n S g R S",Kk9to6Xk1K8,12,1,0.5,,0.0,0.0,0.0,0.0,1.0,1.001571774482727,0.9956687688827515,1.0,0.0
Bheempalasi#N1,",n S g R S",4UovDhFblEs,13,1,0.5,,0.0,0.0,0.0,0.0,1.0,0.9957413673400879,0.9936100840568542,1.0,0.0
DarbariKanada#2,n m P `S,LJgaxfjQBzc,0,0,0.371,,0.371,0.0,0.0,0.0,0.0,0.925662636756897,0.791241466999054,1.1249999999997762,0.0
DarbariKanada#2,n m P `S,FbKY_if4s_s,1,0,0.179,,0.12,0.059,0.0,0.0,0.0,1.1590425968170166,0.9594486355781555,1.5996093750005436,0.0
DarbariKanada#2,n m P `S,FbKY_if4s_s,2,1,0.117,,0.0,0.117,0.0,0.0,0.0,1.3013637065887451,1.3013637065887451,1.9406249999998337,0.0
DarbariKanada#2,n m P `S,w94FZZn1WR4,3,0,1.231,,0.0,0.231,0.0,1.0,0.0,1.1881895065307617,0.8926426768302917,0.624023437499932,1.0
DarbariKanada#2,n m P `S,FbKY_if4s_s,4,0,0.194,this is n P m P n,0.035,0.159,0.0,0.0,0.0,1.0,1.0,1.6071428571432227,1.0
DarbariKanada#2,n m P `S,IKNN8CIF_as,5,0,1.084,,0.084,0.0,0.0,1.0,0.0,0.9288392066955566,0.928839385509491,0.5781249999999849,0.0
DarbariKanada#2,n m P `S,LJgaxfjQBzc,6,0,1.415,,0.135,0.16,0.12,1.0,0.0,0.7907023429870605,0.5658866167068481,1.0,1.0
DarbariKanada#2,n m P `S,9tHmbMWStuM,7,0,3.0,,3.0,0.0,0.0,0.0,0.0,1.0656086206436157,1.0,1.0,0.0
DarbariKanada#2,n m P `S,LJgaxfjQBzc,8,0,2.422,,0.286,0.0,0.12,2.0,0.0,0.45866796374320984,0.38367536664009094,1.0,0.0
DarbariKanada#2,n m P `S,w94FZZn1WR4,9,0,1.231,,0.0,0.231,0.0,1.0,0.0,0.995061993598938,0.951117217540741,1.0,1.0
DarbariKanada#2,n m P `S,9tHmbMWStuM,10,0,3.0,,3.0,0.0,0.0,0.0,0.0,1.0647099018096924,1.0,1.0,0.0
DarbariKanada#2,n m P `S,IKNN8CIF_as,11,0,3.114,,3.0,0.0,0.11428571428571428,0.0,0.0,0.8756092190742493,0.8756092190742493,0.33533653846154093,0.0
DarbariKanada#2,n m P `S,UJrKhIEQVM0,12,0,3.0,,3.0,0.0,0.0,0.0,0.0,1.152353048324585,0.980600893497467,1.0,0.0
DarbariKanada#2,n m P `S,9tHmbMWStuM,13,0,3.041,,3.0,0.0,0.03559870550161812,0.0,0.0,0.999137818813324,0.9991348385810852,1.0,0.0
DarbariKanada#N1,m P d n P,LJgaxfjQBzc,0,0,0.285,not the vibe,0.285,0.0,0.0,0.0,0.0,1.1255401372909546,1.1255401372909546,0.6260869565217259,0.0
DarbariKanada#N1,m P d n P,FbKY_if4s_s,1,1,0.184,,0.0,0.184,0.0,0.0,0.0,1.0,1.0,1.0,1.0
DarbariKanada#N1,m P d n P,LJgaxfjQBzc,2,0,0.035,m P is non-existent (stray/meend),0.035,0.0,0.0,0.0,0.0,1.23325514793396,1.2332547903060913,1.390909090909221,0.0
DarbariKanada#N1,m P d n P,LJgaxfjQBzc,3,1,0.297,,0.185,0.0,0.1111111111111111,0.0,0.0,1.1916940212249756,1.1886911392211914,0.6000000000000227,0.0
DarbariKanada#N1,m P d n P,IKNN8CIF_as,4,0,0.227,couldn't here a clear m P again,0.034,0.193,0.0,0.0,0.0,0.9102082252502441,0.9102080464363098,0.7000000000000028,0.0
DarbariKanada#N1,m P d n P,FbKY_if4s_s,5,1,0.191,,0.008,0.183,0.0,0.0,0.0,0.9999998807907104,0.9999999403953552,1.5144230769230769,2.0
DarbariKanada#N1,m P d n P,FbKY_if4s_s,6,0,0.3,,0.3,0.0,0.0,0.0,0.0,1.1648749113082886,1.164874792098999,1.0,0.0
DarbariKanada#N1,m P d n P,IKNN8CIF_as,7,1,0.327,also stray/meend. but giving it a y coz vibes hint toward the m P d,0.184,0.143,0.0,0.0,0.0,0.9312782883644104,0.9312784075737,0.3157258064516145,0.0
DarbariKanada#N1,m P d n P,w94FZZn1WR4,8,1,0.417,,0.103,0.286,0.025,0.0,0.0,0.9714750051498413,0.8372109532356262,1.0,2.0
DarbariKanada#N1,m P d n P,9tHmbMWStuM,9,1,0.5,,0.0,0.0,0.0,0.0,1.0,1.1515100002288818,0.9999999403953552,0.743749999999963,0.0
DarbariKanada#N1,m P d n P,w94FZZn1WR4,10,1,0.78,,0.247,0.033,0.0,0.0,1.0,1.5618131160736084,1.4897031784057617,1.0,0.0
DarbariKanada#N1,m P d n P,UJrKhIEQVM0,11,1,0.604,,0.006,0.059,0.03225806451612903,0.0,1.0,1.092992901802063,0.9239284992218018,0.773437500000016,0.0
DarbariKanada#N1,m P d n P,UJrKhIEQVM0,12,1,0.515,,0.0,0.015,0.0,0.0,1.0,1.1313637495040894,1.041371464729309,0.88750000000001,0.0
DarbariKanada#N1,m P d n P,9tHmbMWStuM,13,1,1.1,,0.6,0.0,0.0,0.0,1.0,0.9748256802558899,0.9748256206512451,0.3991935483870638,0.0
Malhar#2,g m R S,mUI_eTmZpEI,0,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.7893626689910889,0.7893626689910889,0.3214285714282791,0.0
Malhar#2,g m R S,81undkurwc8,1,1,0.037,,0.0,0.037,0.0,0.0,0.0,0.2975163161754608,0.29751619696617126,0.5516826923076825,0.0
Malhar#2,g m R S,IyqWi5oPpJs,2,1,0.5,,0.0,0.0,0.0,0.0,1.0,0.9458215236663818,0.8646674156188965,0.7199999999999847,0.0
Malhar#2,g m R S,mUI_eTmZpEI,3,0,0.021,"too fast to be counted, given the context",0.021,0.0,0.0,0.0,0.0,0.9843750596046448,0.9375,1.0,0.0
Malhar#2,g m R S,IyqWi5oPpJs,4,1,0.5,,0.0,0.0,0.0,0.0,1.0,1.466573715209961,1.4665734767913818,1.0,0.0
Malhar#2,g m R S,eA2_S9Pyds4,5,0,0.515,,0.01,0.005,0.0,0.0,1.0,1.387802004814148,1.0,1.0,0.0
Malhar#2,g m R S,mUI_eTmZpEI,6,0,0.053,again too fast to be meaningful,0.0,0.053,0.0,0.0,0.0,0.9999999403953552,1.0,1.0,0.0
Malhar#2,g m R S,IyqWi5oPpJs,7,1,0.5,,0.0,0.0,0.0,0.0,1.0,0.712509274482727,0.7125092148780823,1.0,0.0
Malhar#2,g m R S,eA2_S9Pyds4,8,0,0.519,,0.019,0.0,0.0,0.0,1.0,1.621416449546814,1.621416449546814,0.606445312499948,0.0
Malhar#2,g m R S,81undkurwc8,9,1,0.057,,0.057,0.0,0.0,0.0,0.0,0.49856188893318176,0.49856188893318176,1.0,0.0
Malhar#2,g m R S,eA2_S9Pyds4,10,1,0.523,,0.0,0.023,0.0,0.0,1.0,1.5314173698425293,1.5314173698425293,1.0,0.0
Malhar#2,g m R S,joxB9QNW918,11,1,0.7,,0.2,0.0,0.0,0.0,1.0,0.8424732089042664,0.8424732685089111,0.46124999999999616,0.0
Malhar#2,g m R S,81undkurwc8,12,0,0.457,,0.407,0.05,0.0,0.0,0.0,1.4875056743621826,1.487505555152893,1.0,0.0
Malhar#2,g m R S,mtVmpXk5ir4,13,1,1.224,,0.674,0.05,0.0,0.0,1.0,0.8391499519348145,0.7840241193771362,1.0,0.0
Malhar#3,",n D ,N S",mUI_eTmZpEI,0,0,0.071,not where marked; phrase appears in the part a few seconds after lol,0.071,0.0,0.0,0.0,0.0,1.136841058731079,1.136841058731079,0.4031250000000597,0.0
Malhar#3,",n D ,N S",mUI_eTmZpEI,1,1,0.194,,0.0,0.097,0.09090909090909091,0.0,0.0,0.7568444013595581,0.7171720862388611,1.0,1.0
Malhar#3,",n D ,N S",mUI_eTmZpEI,2,1,0.0,,0.0,0.0,0.0,0.0,0.0,1.0133346319198608,1.0133345127105713,1.0,0.0
Malhar#3,",n D ,N S",81undkurwc8,3,1,0.115,,0.0,0.038,0.07692307692307693,0.0,0.0,0.7723497152328491,0.5599771738052368,0.3593750000000284,1.0
Malhar#3,",n D ,N S",IyqWi5oPpJs,4,1,0.5,,0.0,0.0,0.0,0.0,1.0,1.7133384943008423,1.7133389711380005,0.37281976744185596,0.0
Malhar#3,",n D ,N S",mtVmpXk5ir4,5,0,0.246,this is speech!,0.198,0.0,0.045454545454545456,0.0,0.0,1.2671728134155273,1.2671728134155273,0.6855468749999979,0.0
Malhar#3,",n D ,N S",IyqWi5oPpJs,6,1,0.5,,0.0,0.0,0.0,0.0,1.0,1.6372599601745605,1.6372599601745605,1.0,0.0
Malhar#3,",n D ,N S",81undkurwc8,7,1,0.221,,0.213,0.007,0.0,0.0,0.0,0.9999999403953552,1.0,1.0,0.0
Malhar#3,",n D ,N S",81undkurwc8,8,0,0.291,stray; didn't hear it,0.2,0.091,0.0,0.0,0.0,1.1906304359436035,1.1906304359436035,0.6562500000000027,1.0
Malhar#3,",n D ,N S",IyqWi5oPpJs,9,1,0.5,,0.0,0.0,0.0,0.0,1.0,0.6943106651306152,0.6943106651306152,1.0,0.0
Malhar#3,",n D ,N S",N9X75HWT79g,10,0,0.499,R .. meend N S but didn't hear nD at all,0.416,0.083,0.0,0.0,0.0,1.0471725463867188,1.0471725463867188,0.9642857142857081,0.0
Malhar#3,",n D ,N S",N9X75HWT79g,11,1,0.5,,0.0,0.0,0.0,0.0,1.0,1.1415678262710571,1.1415678262710571,1.2539062499999254,0.0
Malhar#3,",n D ,N S",N9X75HWT79g,12,1,0.424,,0.366,0.059,0.0,0.0,0.0,0.5677188038825989,0.5677187442779541,0.4387500000000166,0.0
Malhar#3,",n D ,N S",joxB9QNW918,13,1,0.5,,0.0,0.0,0.0,0.0,1.0,0.9749913811683655,0.974991500377655,0.6594827586206963,0.0
PuriyaDhanashri#0,",N r G M P",weCnFtHhPWo,0,0,0.25,,0.25,0.0,0.0,0.0,0.0,0.9924076199531555,0.992407500743866,0.19852941176472597,0.0
PuriyaDhanashri#0,",N r G M P",0VB7jujlb5o,1,0,0.08,it's NrGMdP,0.08,0.0,0.0,0.0,0.0,0.4196990132331848,0.4196989834308624,1.0,0.0
PuriyaDhanashri#0,",N r G M P",0VB7jujlb5o,2,1,0.133,,0.02,0.067,0.04666666666666667,0.0,0.0,1.0000001192092896,1.0,1.623648648648693,1.0
PuriyaDhanashri#0,",N r G M P",weCnFtHhPWo,3,0,0.25,,0.25,0.0,0.0,0.0,0.0,0.9998310804367065,0.9998311996459961,0.2580882352941086,0.0
PuriyaDhanashri#0,",N r G M P",0VB7jujlb5o,4,1,0.256,,0.0,0.256,0.0,0.0,0.0,1.5406994819641113,1.5406994819641113,1.0,1.0
PuriyaDhanashri#0,",N r G M P",bxI-gMlmf-E,5,1,0.54,,0.0,0.0,0.04,0.0,1.0,0.9790631532669067,0.9614937901496887,0.1523076923077112,0.0
PuriyaDhanashri#0,",N r G M P",bxI-gMlmf-E,6,1,0.551,,0.051,0.0,0.0,0.0,1.0,0.7913577556610107,0.7401471138000488,0.5062499999999999,0.0
PuriyaDhanashri#0,",N r G M P",weCnFtHhPWo,7,1,0.167,,0.124,0.043,0.0,0.0,0.0,0.7527348399162292,0.7527348399162292,0.32727272727273,1.0
PuriyaDhanashri#0,",N r G M P",KP6Sz7Gxwtg,8,0,0.685,,0.0,0.148,0.037037037037037035,0.0,1.0,1.015505313873291,0.9906249642372131,0.4153846153846311,1.0
PuriyaDhanashri#0,",N r G M P",9X3vjQXx7xw,9,0,0.619,G -> d,0.119,0.0,0.0,0.0,1.0,0.9280620217323303,0.9139097332954407,1.0,0.0
PuriyaDhanashri#0,",N r G M P",jPIl2G88w_A,10,0,0.899,,0.399,0.0,0.0,0.0,1.0,1.0956017971038818,1.0956017971038818,1.0,0.0
PuriyaDhanashri#0,",N r G M P",bxI-gMlmf-E,11,1,0.641,,0.05,0.091,0.0,0.0,1.0,0.8564781546592712,0.7649057507514954,0.33214285714285957,0.0
PuriyaDhanashri#0,",N r G M P",KP6Sz7Gxwtg,12,1,0.5,the P is very kan swar,0.0,0.0,0.0,0.0,1.0,1.0053170919418335,1.005316972732544,1.0125000000000028,0.0
PuriyaDhanashri#0,",N r G M P",GOdO8EKn-rs,13,0,0.966,entirely a short meend,0.466,0.0,0.0,0.0,1.0,0.963443398475647,0.9634432196617126,0.26874999999996874,0.0
PuriyaDhanashri#N1,M G M r G,0VB7jujlb5o,0,1,0.495,,0.08,0.415,0.0,0.0,0.0,1.967058777809143,1.9670590162277222,0.31153846153847337,2.0
PuriyaDhanashri#N1,M G M r G,weCnFtHhPWo,1,0,0.172,,0.0,0.172,0.0,0.0,0.0,0.8787921667098999,0.8787921071052551,0.7282894736842213,1.0
PuriyaDhanashri#N1,M G M r G,weCnFtHhPWo,2,1,0.102,,0.0,0.102,0.0,0.0,0.0,1.2244377136230469,1.2244375944137573,0.6107142857142875,1.0
PuriyaDhanashri#N1,M G M r G,weCnFtHhPWo,3,1,1.183,,0.45,0.233,0.0,0.0,1.0,0.973408043384552,0.9734079837799072,0.740624999999966,2.0
PuriyaDhanashri#N1,M G M r G,0VB7jujlb5o,4,0,0.344,,0.28,0.063,0.0,0.0,0.0,0.9999998211860657,1.0,0.9080357142857106,1.0
PuriyaDhanashri#N1,M G M r G,9X3vjQXx7xw,5,1,1.232,,0.613,0.048,0.07142857142857142,0.0,1.0,1.0685535669326782,1.0044269561767578,0.756818181818162,0.0
PuriyaDhanashri#N1,M G M r G,0VB7jujlb5o,6,0,0.377,,0.21,0.119,0.044444444444444446,0.0,0.0,0.6995396018028259,0.6880936622619629,0.8181818181820042,1.0
PuriyaDhanashri#N1,M G M r G,KP6Sz7Gxwtg,7,1,0.5,,0.0,0.0,0.0,0.0,1.0,1.000000238418579,0.9999998807907104,1.0,0.0
PuriyaDhanashri#N1,M G M r G,9X3vjQXx7xw,8,1,1.235,,0.081,0.128,0.025,0.0,2.0,1.427812099456787,1.379849910736084,0.7607142857142789,1.0
PuriyaDhanashri#N1,M G M r G,KP6Sz7Gxwtg,9,1,0.546,,0.033,0.013,0.0,0.0,1.0,0.9999998807907104,0.9999998807907104,1.6031249999999808,1.0
PuriyaDhanashri#N1,M G M r G,GOdO8EKn-rs,10,0,3.5,r wasn't cleanly hit,3.0,0.0,0.0,0.0,1.0,0.980586051940918,0.9805859327316284,0.21915584415584416,0.0
PuriyaDhanashri#N1,M G M r G,KP6Sz7Gxwtg,11,1,0.508,,0.008,0.0,0.0,0.0,1.0,1.2890287637710571,1.289028525352478,0.8801470588234813,0.0
PuriyaDhanashri#N1,M G M r G,9X3vjQXx7xw,12,1,0.574,,0.0,0.074,0.0,0.0,1.0,0.9928935766220093,0.8765863180160522,1.0,0.0
PuriyaDhanashri#N1,M G M r G,GOdO8EKn-rs,13,0,3.5,,3.0,0.0,0.0,0.0,1.0,1.0528159141540527,1.0528159141540527,0.32678571428572156,0.0
Shree#N1,M P d M G r,pj--WoH0bow,0,1,0.167,,0.142,0.025,0.0,0.0,0.0,0.6842592358589172,0.6842592358589172,0.475446428571453,1.0
Shree#N1,M P d M G r,pj--WoH0bow,1,1,0.019,,0.004,0.015,0.0,0.0,0.0,1.1743687391281128,1.1743686199188232,0.5095108695652174,0.0
Shree#N1,M P d M G r,YyJuFUz-kro,2,1,0.0,,0.0,0.0,0.0,0.0,0.0,1.0000001192092896,0.9999998211860657,1.0,0.0
Shree#N1,M P d M G r,8xKjNTc8MGI,3,1,0.192,,0.168,0.023,0.0,0.0,0.0,1.2548798322677612,1.2219326496124268,1.0,0.0
Shree#N1,M P d M G r,cPwiWDJa9OA,4,1,0.045,,0.045,0.0,0.0,0.0,0.0,1.0000001192092896,1.0,0.7968750000000366,0.0
Shree#N1,M P d M G r,cPwiWDJa9OA,5,1,0.0,,0.0,0.0,0.0,0.0,0.0,1.1088610887527466,1.108860969543457,1.1874999999999858,0.0
Shree#N1,M P d M G r,pj--WoH0bow,6,1,0.259,,0.096,0.163,0.0,0.0,0.0,1.1303890943527222,1.1303890943527222,0.6477272727272649,1.0
Shree#N1,M P d M G r,cPwiWDJa9OA,7,1,0.046,"again, P was negligible, but giving a y",0.011,0.034,0.0,0.0,0.0,1.0,1.0,1.0,0.0
Shree#N1,M P d M G r,YyJuFUz-kro,8,1,0.039,,0.039,0.0,0.0,0.0,0.0,1.0881567001342773,1.0881567001342773,0.5824999999999817,0.0
Shree#N1,M P d M G r,YyJuFUz-kro,9,0,0.125,,0.0,0.125,0.0,0.0,0.0,1.0000001192092896,0.9999999403953552,0.48660714285715706,1.0
Shree#N1,M P d M G r,Ub1m8mVxvT0,10,1,0.5,,0.0,0.0,0.0,0.0,1.0,0.8095800876617432,0.8095800280570984,1.0,0.0
Shree#N1,M P d M G r,8xKjNTc8MGI,11,1,0.206,,0.191,0.0,0.014285714285714285,0.0,0.0,0.97430419921875,0.9243485927581787,0.6167763157894737,0.0
Shree#N1,M P d M G r,8xKjNTc8MGI,12,1,0.548,,0.363,0.105,0.07894736842105263,0.0,0.0,0.9592252373695374,0.8201087117195129,1.0,0.0
Shree#N1,M P d M G r,1EcRrZvc52o,13,0,0.5,a much better fit if you start two notes earlier M P d (MP stray) M G r,0.0,0.0,0.0,0.0,1.0,0.9999999403953552,1.0,0.7312499999999744,0.0
Shree#N2,r P r G r S,cPwiWDJa9OA,0,1,0.182,,0.0,0.164,0.01818181818181818,0.0,0.0,1.003799319267273,0.9037919640541077,0.6562500000000122,1.0
Shree#N2,r P r G r S,pj--WoH0bow,1,1,0.238,,0.146,0.092,0.0,0.0,0.0,1.2281876802444458,1.2281876802444458,1.0,1.0
